pincode,category,zone,state,city,is_serviceable
802161,Large,EAST,BIHAR,ARRAH,1
802128,Large,EAST,BIHAR,ARRAH,1
802123,Large,EAST,BIHAR,ARRAH,1
802130,Large,EAST,BIHAR,ARRAH,1
802129,Large,EAST,BIHAR,ARRAH,1
802134,Large,EAST,BIHAR,ARRAH,1
802118,Large,EAST,BIHAR,ARRAH,1
802165,Large,EAST,BIHAR,ARRAH,1
802133,Large,EAST,BIHAR,ARRAH,1
802163,Large,EAST,BIHAR,ARRAH,1
802159,Large,EAST,BIHAR,ARRAH,1
802158,Large,EAST,BIHAR,ARRAH,1
242021,Large,NORTH,UTTAR PRADESH,ALIGARH,1
802222,Large,EAST,BIHAR,ARRAH,1
802208,Large,EAST,BIHAR,ARRAH,1
802207,Large,EAST,BIHAR,ARRAH,1
802204,Large,EAST,BIHAR,ARRAH,1
802183,Large,EAST,BIHAR,ARRAH,1
802102,Large,EAST,BIHAR,ARRAH,1
802101,Large,EAST,BIHAR,ARRAH,1
802111,Large,EAST,BIHAR,ARRAH,1
802103,Large,EAST,BIHAR,ARRAH,1
802136,Large,EAST,BIHAR,ARRAH,1
802152,Large,EAST,BIHAR,ARRAH,1
802154,Large,EAST,BIHAR,ARRAH,1
802116,Large,EAST,BIHAR,ARRAH,1
802119,Large,EAST,BIHAR,ARRAH,1
802120,Large,EAST,BIHAR,ARRAH,1
802126,Large,EAST,BIHAR,ARRAH,1
802127,Large,EAST,BIHAR,ARRAH,1
723160,Large,EAST,WEST BENGAL,ASANSOL,1
713372,Large,EAST,WEST BENGAL,ASANSOL,1
713386,Large,EAST,WEST BENGAL,ASANSOL,1
713331,Large,EAST,WEST BENGAL,ASANSOL,1
713322,Large,EAST,WEST BENGAL,ASANSOL,1
713323,Large,EAST,WEST BENGAL,ASANSOL,1
713346,Large,EAST,WEST BENGAL,DURGAPUR,1
723133,Large,EAST,WEST BENGAL,ASANSOL,1
713367,Large,EAST,WEST BENGAL,ASANSOL,1
723215,Large,EAST,WEST BENGAL,ASANSOL,1
713315,Large,EAST,WEST BENGAL,ASANSOL,1
713377,Large,EAST,WEST BENGAL,ASANSOL,1
723142,Large,EAST,WEST BENGAL,ASANSOL,1
723153,Large,EAST,WEST BENGAL,ASANSOL,1
723143,Large,EAST,WEST BENGAL,ASANSOL,1
723146,Large,EAST,WEST BENGAL,ASANSOL,1
723130,Large,EAST,WEST BENGAL,ASANSOL,1
723131,Large,EAST,WEST BENGAL,ASANSOL,1
723151,Large,EAST,WEST BENGAL,ASANSOL,1
723152,Large,EAST,WEST BENGAL,ASANSOL,1
723147,Large,EAST,WEST BENGAL,ASANSOL,1
723149,Large,EAST,WEST BENGAL,ASANSOL,1
723212,Large,EAST,WEST BENGAL,ASANSOL,1
723155,Large,EAST,WEST BENGAL,ASANSOL,1
723213,Large,EAST,WEST BENGAL,ASANSOL,1
723102,Large,EAST,WEST BENGAL,ASANSOL,1
723128,Large,EAST,WEST BENGAL,ASANSOL,1
723154,Large,EAST,WEST BENGAL,ASANSOL,1
723101,Large,EAST,WEST BENGAL,ASANSOL,1
723129,Large,EAST,WEST BENGAL,ASANSOL,1
723201,Large,EAST,WEST BENGAL,ASANSOL,1
723104,Large,EAST,WEST BENGAL,ASANSOL,1
723156,Large,EAST,WEST BENGAL,ASANSOL,1
723103,Large,EAST,WEST BENGAL,ASANSOL,1
723127,Large,EAST,WEST BENGAL,ASANSOL,1
723202,Large,EAST,WEST BENGAL,ASANSOL,1
723126,Large,EAST,WEST BENGAL,ASANSOL,1
713370,Large,EAST,WEST BENGAL,ASANSOL,1
713373,Large,EAST,WEST BENGAL,ASANSOL,1
713361,Large,EAST,WEST BENGAL,ASANSOL,1
713364,Large,EAST,WEST BENGAL,ASANSOL,1
713362,Large,EAST,WEST BENGAL,ASANSOL,1
713369,Large,EAST,WEST BENGAL,ASANSOL,1
713368,Large,EAST,WEST BENGAL,ASANSOL,1
713326,Large,EAST,WEST BENGAL,ASANSOL,1
713375,Large,EAST,WEST BENGAL,ASANSOL,1
713324,Large,EAST,WEST BENGAL,ASANSOL,1
713383,Large,EAST,WEST BENGAL,ASANSOL,1
713332,Large,EAST,WEST BENGAL,ASANSOL,1
713334,Large,EAST,WEST BENGAL,ASANSOL,1
723148,Large,EAST,WEST BENGAL,ASANSOL,1
713365,Large,EAST,WEST BENGAL,ASANSOL,1
722153,Large,EAST,WEST BENGAL,ASANSOL,1
723168,Large,EAST,WEST BENGAL,ASANSOL,1
713384,Large,EAST,WEST BENGAL,ASANSOL,1
713378,Large,EAST,WEST BENGAL,ASANSOL,1
713344,Large,EAST,WEST BENGAL,ASANSOL,1
713330,Large,EAST,WEST BENGAL,ASANSOL,1
713347,Large,EAST,WEST BENGAL,ASANSOL,1
713358,Large,EAST,WEST BENGAL,ASANSOL,1
723145,Large,EAST,WEST BENGAL,ASANSOL,1
713340,Large,EAST,WEST BENGAL,ASANSOL,1
713342,Large,EAST,WEST BENGAL,ASANSOL,1
723132,Large,EAST,WEST BENGAL,ASANSOL,1
713336,Large,EAST,WEST BENGAL,ASANSOL,1
723121,Large,EAST,WEST BENGAL,ASANSOL,1
713339,Large,EAST,WEST BENGAL,ASANSOL,1
285130,Large,NORTH,UTTAR PRADESH,ORAI,1
206121,Large,NORTH,UTTAR PRADESH,AURAIYA,1
206122,Large,NORTH,UTTAR PRADESH,AURAIYA,1
206251,Large,NORTH,UTTAR PRADESH,AURAIYA,1
206129,Large,NORTH,UTTAR PRADESH,AURAIYA,1
206255,Large,NORTH,UTTAR PRADESH,AURAIYA,1
206252,Large,NORTH,UTTAR PRADESH,AURAIYA,1
206243,Large,NORTH,UTTAR PRADESH,AURAIYA,1
206241,Large,NORTH,UTTAR PRADESH,AURAIYA,1
285129,Large,NORTH,UTTAR PRADESH,ORAI,1
285124,Large,NORTH,UTTAR PRADESH,ORAI,1
285126,Large,NORTH,UTTAR PRADESH,ORAI,1
285128,Large,NORTH,UTTAR PRADESH,ORAI,1
285127,Large,NORTH,UTTAR PRADESH,ORAI,1
206249,Large,NORTH,UTTAR PRADESH,AURAIYA,1
206246,Large,NORTH,UTTAR PRADESH,AURAIYA,1
824123,Large,EAST,BIHAR,GAYA,1
824122,Large,EAST,BIHAR,GAYA,1
824301,Large,EAST,BIHAR,GAYA,1
824203,Large,EAST,BIHAR,GAYA,1
824114,Large,EAST,BIHAR,GAYA,1
824124,Large,EAST,BIHAR,GAYA,1
824121,Large,EAST,BIHAR,GAYA,1
824120,Large,EAST,BIHAR,GAYA,1
824111,Large,EAST,BIHAR,GAYA,1
824102,Large,EAST,BIHAR,GAYA,1
824208,Large,EAST,BIHAR,GAYA,1
824202,Large,EAST,BIHAR,GAYA,1
824125,Large,EAST,BIHAR,GAYA,1
824143,Large,EAST,BIHAR,GAYA,1
824103,Large,EAST,BIHAR,GAYA,1
824303,Large,EAST,BIHAR,GAYA,1
824302,Large,EAST,BIHAR,GAYA,1
824113,Large,EAST,BIHAR,GAYA,1
824115,Large,EAST,BIHAR,GAYA,1
824216,Large,EAST,BIHAR,GAYA,1
824127,Large,EAST,BIHAR,JAHANABAD,1
824116,Large,EAST,BIHAR,GAYA,1
431147,Large,WEST,MAHARASHTRA,AURANGABADMH,1
411125,Large,WEST,MAHARASHTRA,AURANGABADMH,1
431148,Large,WEST,MAHARASHTRA,AURANGABADMH,1
431151,Large,WEST,MAHARASHTRA,AURANGABADMH,1
431152,Large,WEST,MAHARASHTRA,AURANGABADMH,1
431137,Large,WEST,MAHARASHTRA,AURANGABADMH,1
431133,Large,WEST,MAHARASHTRA,AURANGABADMH,1
431134,Large,WEST,MAHARASHTRA,AURANGABADMH,1
431135,Large,WEST,MAHARASHTRA,AURANGABADMH,1
423703,Large,WEST,MAHARASHTRA,AURANGABADMH,1
423702,Large,WEST,MAHARASHTRA,AURANGABADMH,1
423701,Large,WEST,MAHARASHTRA,AURANGABADMH,1
431120,Large,WEST,MAHARASHTRA,AURANGABADMH,1
431121,Large,WEST,MAHARASHTRA,AURANGABADMH,1
431116,Large,WEST,MAHARASHTRA,AURANGABADMH,1
431115,Large,WEST,MAHARASHTRA,AURANGABADMH,1
431118,Large,WEST,MAHARASHTRA,AURANGABADMH,1
431117,Large,WEST,MAHARASHTRA,AURANGABADMH,1
431111,Large,WEST,MAHARASHTRA,AURANGABADMH,1
431110,Large,WEST,MAHARASHTRA,AURANGABADMH,1
431113,Large,WEST,MAHARASHTRA,AURANGABADMH,1
431112,Large,WEST,MAHARASHTRA,AURANGABADMH,1
431107,Large,WEST,MAHARASHTRA,AURANGABADMH,1
431109,Large,WEST,MAHARASHTRA,AURANGABADMH,1
431102,Large,WEST,MAHARASHTRA,AURANGABADMH,1
431101,Large,WEST,MAHARASHTRA,AURANGABADMH,1
431104,Large,WEST,MAHARASHTRA,AURANGABADMH,1
431103,Large,WEST,MAHARASHTRA,AURANGABADMH,1
431011,Large,WEST,MAHARASHTRA,AURANGABADMH,1
301714,Large,NORTH,RAJASTHAN,ALWAR,1
301025,Large,NORTH,RAJASTHAN,ALWAR,1
301401,Large,NORTH,RAJASTHAN,ALWAR,1
321609,Large,NORTH,RAJASTHAN,ALWAR,1
301409,Large,NORTH,RAJASTHAN,ALWAR,1
301414,Large,NORTH,RAJASTHAN,ALWAR,1
301427,Large,NORTH,RAJASTHAN,ALWAR,1
301406,Large,NORTH,RAJASTHAN,ALWAR,1
301407,Large,west,RAJASTHAN,ALWAR,1
301030,Large,NORTH,RAJASTHAN,ALWAR,1
301405,Large,west,RAJASTHAN,ALWAR,1
301702,Large,NORTH,RAJASTHAN,ALWAR,1
301703,Large,NORTH,RAJASTHAN,ALWAR,1
301418,Large,NORTH,RAJASTHAN,ALWAR,1
301701,Large,WEST,RAJASTHAN,ALWAR,1
301706,Large,NORTH,RAJASTHAN,ALWAR,1
301707,Large,NORTH,RAJASTHAN,ALWAR,1
301704,Large,NORTH,RAJASTHAN,ALWAR,1
301705,Large,NORTH,RAJASTHAN,ALWAR,1
321605,Large,NORTH,RAJASTHAN,ALWAR,1
301708,Large,NORTH,RAJASTHAN,ALWAR,1
301713,Large,NORTH,RAJASTHAN,ALWAR,1
301002,Large,NORTH,RAJASTHAN,ALWAR,1
301021,Large,NORTH,RAJASTHAN,ALWAR,1
301020,Large,WEST,RAJASTHAN,ALWAR,1
301019,Large,NORTH,RAJASTHAN,ALWAR,1
301018,Large,NORTH,RAJASTHAN,ALWAR,1
301028,Large,NORTH,RAJASTHAN,ALWAR,1
301024,Large,NORTH,RAJASTHAN,ALWAR,1
301023,Large,NORTH,RAJASTHAN,ALWAR,1
301022,Large,NORTH,RAJASTHAN,ALWAR,1
301709,Large,NORTH,RAJASTHAN,ALWAR,1
321633,Large,NORTH,RAJASTHAN,ALWAR,1
321606,Large,NORTH,RAJASTHAN,ALWAR,1
321204,Large,NORTH,RAJASTHAN,ALWAR,1
301411,Large,west,RAJASTHAN,ALWAR,1
301404,Large,west,RAJASTHAN,ALWAR,1
301408,Large,NORTH,RAJASTHAN,ALWAR,1
301026,Large,NORTH,RAJASTHAN,ALWAR,1
301403,Large,NORTH,RAJASTHAN,ALWAR,1
301604,Large,NORTH,RAJASTHAN,ALWAR,1
321607,Large,NORTH,RAJASTHAN,ALWAR,1
301412,Large,WEST,RAJASTHAN,ALWAR,1
225202,Large,NORTH,UTTAR PRADESH,AZAMGARH,1
223226,Large,NORTH,UTTAR PRADESH,AZAMGARH,1
223225,Large,NORTH,UTTAR PRADESH,AZAMGARH,1
276301,Large,NORTH,UTTAR PRADESH,AZAMGARH,1
276203,Large,NORTH,UTTAR PRADESH,AZAMGARH,1
273409,Large,NORTH,UTTAR PRADESH,AZAMGARH,1
276302,Large,NORTH,UTTAR PRADESH,AZAMGARH,1
276121,Large,NORTH,UTTAR PRADESH,AZAMGARH,1
276404,Large,NORTH,UTTAR PRADESH,AZAMGARH,1
276205,Large,NORTH,UTTAR PRADESH,AZAMGARH,1
276140,Large,NORTH,UTTAR PRADESH,AZAMGARH,1
276124,Large,NORTH,UTTAR PRADESH,AZAMGARH,1
275307,Large,NORTH,UTTAR PRADESH,AZAMGARH,1
221601,Large,NORTH,UTTAR PRADESH,AZAMGARH,1
276122,Large,NORTH,UTTAR PRADESH,AZAMGARH,1
276126,Large,NORTH,UTTAR PRADESH,AZAMGARH,1
276123,Large,NORTH,UTTAR PRADESH,AZAMGARH,1
276288,Large,NORTH,UTTAR PRADESH,AZAMGARH,1
221705,Large,NORTH,UTTAR PRADESH,AZAMGARH,1
276304,Large,NORTH,UTTAR PRADESH,AZAMGARH,1
276303,Large,NORTH,UTTAR PRADESH,AZAMGARH,1
276129,Large,NORTH,UTTAR PRADESH,AZAMGARH,1
276127,Large,NORTH,UTTAR PRADESH,AZAMGARH,1
275305,Large,NORTH,UTTAR PRADESH,AZAMGARH,1
275306,Large,NORTH,UTTAR PRADESH,AZAMGARH,1
276206,Large,NORTH,UTTAR PRADESH,AZAMGARH,1
223223,Large,NORTH,UTTAR PRADESH,AZAMGARH,1
223222,Large,NORTH,UTTAR PRADESH,AZAMGARH,1
276204,Large,NORTH,UTTAR PRADESH,AZAMGARH,1
223227,Large,NORTH,UTTAR PRADESH,AZAMGARH,1
223224,Large,NORTH,UTTAR PRADESH,AZAMGARH,1
276202,Large,NORTH,UTTAR PRADESH,AZAMGARH,1
221603,Large,NORTH,UTTAR PRADESH,AZAMGARH,1
276201,Large,NORTH,UTTAR PRADESH,AZAMGARH,1
221602,Large,NORTH,UTTAR PRADESH,AZAMGARH,1
276143,Large,NORTH,UTTAR PRADESH,AZAMGARH,1
223221,Large,NORTH,UTTAR PRADESH,AZAMGARH,1
276142,Large,NORTH,UTTAR PRADESH,AZAMGARH,1
221706,Large,NORTH,UTTAR PRADESH,AZAMGARH,1
276141,Large,NORTH,UTTAR PRADESH,AZAMGARH,1
275302,Large,NORTH,UTTAR PRADESH,AZAMGARH,1
276139,Large,NORTH,UTTAR PRADESH,AZAMGARH,1
275304,Large,NORTH,UTTAR PRADESH,AZAMGARH,1
275303,Large,NORTH,UTTAR PRADESH,AZAMGARH,1
276138,Large,NORTH,UTTAR PRADESH,AZAMGARH,1
275102,Large,NORTH,UTTAR PRADESH,AZAMGARH,1
276137,Large,NORTH,UTTAR PRADESH,AZAMGARH,1
275101,Large,NORTH,UTTAR PRADESH,AZAMGARH,1
276136,Large,NORTH,UTTAR PRADESH,AZAMGARH,1
275105,Large,NORTH,UTTAR PRADESH,AZAMGARH,1
275103,Large,NORTH,UTTAR PRADESH,AZAMGARH,1
276131,Large,NORTH,UTTAR PRADESH,AZAMGARH,1
276305,Large,NORTH,UTTAR PRADESH,AZAMGARH,1
276306,Large,NORTH,UTTAR PRADESH,AZAMGARH,1
276402,Large,NORTH,UTTAR PRADESH,AZAMGARH,1
276403,Large,NORTH,UTTAR PRADESH,AZAMGARH,1
587104,Large,SOUTH,KARNATAKA,VIJAYAPURA,1
587115,Large,SOUTH,KARNATAKA,VIJAYAPURA,1
587156,Large,SOUTH,KARNATAKA,VIJAYAPURA,1
587331,Large,SOUTH,KARNATAKA,VIJAYAPURA,1
587206,Large,SOUTH,KARNATAKA,VIJAYAPURA,1
587116,Large,SOUTH,KARNATAKA,VIJAYAPURA,1
587114,Large,SOUTH,KARNATAKA,VIJAYAPURA,1
587121,Large,SOUTH,KARNATAKA,VIJAYAPURA,1
587330,Large,SOUTH,KARNATAKA,BAGALKOT,1
587316,Large,SOUTH,KARNATAKA,VIJAYAPURA,1
587117,Large,SOUTH,KARNATAKA,VIJAYAPURA,1
587118,Large,SOUTH,KARNATAKA,VIJAYAPURA,1
587201,Large,SOUTH,KARNATAKA,VIJAYAPURA,1
587202,Large,SOUTH,KARNATAKA,VIJAYAPURA,1
587124,Large,SOUTH,KARNATAKA,VIJAYAPURA,1
587125,Large,SOUTH,KARNATAKA,VIJAYAPURA,1
587122,Large,SOUTH,KARNATAKA,VIJAYAPURA,1
587119,Large,SOUTH,KARNATAKA,VIJAYAPURA,1
587120,Large,SOUTH,KARNATAKA,VIJAYAPURA,1
587315,Large,SOUTH,KARNATAKA,VIJAYAPURA,1
587314,Large,SOUTH,KARNATAKA,VIJAYAPURA,1
587102,Large,SOUTH,KARNATAKA,VIJAYAPURA,1
587111,Large,SOUTH,KARNATAKA,VIJAYAPURA,1
587313,Large,SOUTH,KARNATAKA,VIJAYAPURA,1
587312,Large,SOUTH,KARNATAKA,VIJAYAPURA,1
587112,Large,SOUTH,KARNATAKA,VIJAYAPURA,1
587113,Large,SOUTH,KARNATAKA,VIJAYAPURA,1
587311,Large,SOUTH,KARNATAKA,VIJAYAPURA,1
587204,Large,SOUTH,KARNATAKA,VIJAYAPURA,1
587203,Large,SOUTH,KARNATAKA,VIJAYAPURA,1
587207,Large,SOUTH,KARNATAKA,VIJAYAPURA,1
587154,Large,SOUTH,KARNATAKA,VIJAYAPURA,1
587301,Large,SOUTH,KARNATAKA,BAGALKOT,1
587155,Large,SOUTH,KARNATAKA,VIJAYAPURA,1
561101,Large,SOUTH,KARNATAKA,BANGALORE,1
562112,Large,SOUTH,KARNATAKA,BANGALORE,1
562117,Large,SOUTH,KARNATAKA,BANGALORE,1
562119,Large,SOUTH,KARNATAKA,BANGALORE,1
562121,Large,SOUTH,KARNATAKA,BANGALORE,1
562126,Large,SOUTH,KARNATAKA,BANGALORE,1
560082,Large,SOUTH,KARNATAKA,BANGALORE,1
561201,Large,SOUTH,KARNATAKA,BANGALORE,1
560088,Large,SOUTH,KARNATAKA,BANGALORE,1
562162,Large,SOUTH,KARNATAKA,BANGALORE,1
562130,Large,SOUTH,KARNATAKA,BANGALORE,1
560109,Large,SOUTH,KARNATAKA,BANGALORE,1
560089,Large,SOUTH,KARNATAKA,BANGALORE,1
560074,Large,SOUTH,KARNATAKA,BANGALORE,1
562120,Large,SOUTH,KARNATAKA,BANGALORE,1
244921,Large,NORTH,UTTAR PRADESH,BAREILLY,1
244922,Large,NORTH,UTTAR PRADESH,BAREILLY,1
243701,Large,NORTH,UTTAR PRADESH,BAREILLY,1
244901,Large,NORTH,UTTAR PRADESH,BAREILLY,1
244928,Large,NORTH,UTTAR PRADESH,BAREILLY,1
242042,Large,NORTH,UTTAR PRADESH,SHAHJAHANPUR,1
244927,Large,NORTH,UTTAR PRADESH,BAREILLY,1
244925,Large,NORTH,UTTAR PRADESH,BAREILLY,1
262202,Large,NORTH,UTTAR PRADESH,BAREILLY,1
262203,Large,NORTH,UTTAR PRADESH,BAREILLY,1
262407,Large,NORTH,UTTAR PRADESH,BAREILLY,1
262406,Large,NORTH,UTTAR PRADESH,BAREILLY,1
262201,Large,NORTH,UTTAR PRADESH,BAREILLY,1
243302,Large,NORTH,UTTAR PRADESH,BAREILLY,1
243407,Large,NORTH,UTTAR PRADESH,BAREILLY,1
243506,Large,NORTH,UTTAR PRADESH,BAREILLY,1
243303,Large,NORTH,UTTAR PRADESH,BAREILLY,1
243301,Large,NORTH,UTTAR PRADESH,BUDAUN,1
262302,Large,NORTH,UTTAR PRADESH,BAREILLY,1
262124,Large,NORTH,UTTAR PRADESH,BAREILLY,1
262122,Large,NORTH,UTTAR PRADESH,BAREILLY,1
243503,Large,NORTH,UTTAR PRADESH,BAREILLY,1
262121,Large,NORTH,UTTAR PRADESH,BAREILLY,1
262001,Large,NORTH,UTTAR PRADESH,BAREILLY,1
262305,Large,NORTH,UTTAR PRADESH,BAREILLY,1
243401,Large,NORTH,UTTAR PRADESH,BAREILLY,1
243402,Large,NORTH,UTTAR PRADESH,BAREILLY,1
243403,Large,NORTH,UTTAR PRADESH,BAREILLY,1
560106,Large,SOUTH,KARNATAKA,BANGALORE,1
561204,Large,SOUTH,KARNATAKA,TUMKUR,1
561205,Large,SOUTH,KARNATAKA,CKIKKABALLAPUR,1
562164,Large,SOUTH,KARNATAKA,CKIKKABALLAPUR,1
562129,Large,SOUTH,KARNATAKA,BANGALORE,1
562114,Large,SOUTH,KARNATAKA,KOLAR,1
344704,Large,NORTH,RAJASTHAN,BALOTRA,1
344702,Large,NORTH,RAJASTHAN,BALOTRA,1
344021,Large,NORTH,RAJASTHAN,BALOTRA,1
344044,Large,NORTH,RAJASTHAN,BALOTRA,1
344033,Large,NORTH,RAJASTHAN,BALOTRA,1
344034,Large,NORTH,RAJASTHAN,BALOTRA,1
344035,Large,NORTH,RAJASTHAN,BALOTRA,1
344001,Large,NORTH,RAJASTHAN,BALOTRA,1
344032,Large,NORTH,RAJASTHAN,BALOTRA,1
757033,Large,EAST,ODISHA,BARIPADA,1
757054,Large,EAST,ODISHA,BARIPADA,1
757042,Large,EAST,ODISHA,BARIPADA,1
757091,Large,EAST,ODISHA,BARIPADA,1
757050,Large,EAST,ODISHA,BARIPADA,1
757053,Large,EAST,ODISHA,BARIPADA,1
757043,Large,EAST,ODISHA,BARIPADA,1
757045,Large,EAST,ODISHA,BARIPADA,1
757046,Large,EAST,ODISHA,BARIPADA,1
757048,Large,EAST,ODISHA,BARIPADA,1
385506,Large,WEST,GUJARAT,BANASKANTHA,1
385330,Large,WEST,GUJARAT,BANASKANTHA,1
385510,Large,WEST,GUJARAT,BANASKANTHA,1
385320,Large,WEST,GUJARAT,BANASKANTHA,1
385310,Large,WEST,GUJARAT,BANASKANTHA,1
385515,Large,WEST,GUJARAT,BANASKANTHA,1
385210,Large,WEST,GUJARAT,BANASKANTHA,1
385520,Large,WEST,GUJARAT,BANASKANTHA,1
385135,Large,WEST,GUJARAT,BANASKANTHA,1
385130,Large,WEST,GUJARAT,BANASKANTHA,1
385410,Large,WEST,GUJARAT,BANASKANTHA,1
385120,Large,WEST,GUJARAT,BANASKANTHA,1
385421,Large,WEST,GUJARAT,BANASKANTHA,1
385110,Large,WEST,GUJARAT,BANASKANTHA,1
385505,Large,WEST,GUJARAT,BANASKANTHA,1
385575,Large,WEST,GUJARAT,PATAN,1
383422,Large,WEST,GUJARAT,BANASKANTHA,1
385001,Large,WEST,GUJARAT,BANASKANTHA,1
385010,Large,WEST,GUJARAT,BANASKANTHA,1
385560,Large,WEST,GUJARAT,BANASKANTHA,1
385565,Large,WEST,GUJARAT,BANASKANTHA,1
385566,Large,WEST,GUJARAT,BANASKANTHA,1
385570,Large,WEST,GUJARAT,BANASKANTHA,1
385543,Large,WEST,GUJARAT,BANASKANTHA,1
385545,Large,WEST,GUJARAT,BANASKANTHA,1
385521,Large,WEST,GUJARAT,BANASKANTHA,1
385550,Large,WEST,GUJARAT,BANASKANTHA,1
385555,Large,WEST,GUJARAT,BANASKANTHA,1
385530,Large,WEST,GUJARAT,BANASKANTHA,1
385540,Large,WEST,GUJARAT,BANASKANTHA,1
306303,Large,NORTH,RAJASTHAN,AJMER,1
277208,Large,NORTH,UTTAR PRADESH,VARANASI,1
277504,Large,NORTH,UTTAR PRADESH,GHAZIPUR,1
221718,Large,NORTH,UTTAR PRADESH,VARANASI,1
801119,Large,EAST,BIHAR,GOPALGANJ,1
277213,Large,NORTH,UTTAR PRADESH,VARANASI,1
221709,Large,NORTH,UTTAR PRADESH,GHAZIPUR,1
221713,Large,NORTH,UTTAR PRADESH,GHAZIPUR,1
277403,Large,NORTH,UTTAR PRADESH,VARANASI,1
277302,Large,NORTH,UTTAR PRADESH,GHAZIPUR,1
277207,Large,NORTH,UTTAR PRADESH,VARANASI,1
277204,Large,NORTH,UTTAR PRADESH,VARANASI,1
277205,Large,NORTH,UTTAR PRADESH,VARANASI,1
277201,Large,NORTH,UTTAR PRADESH,VARANASI,1
221715,Large,NORTH,UTTAR PRADESH,VARANASI,1
221717,Large,NORTH,UTTAR PRADESH,GHAZIPUR,1
277303,Large,NORTH,UTTAR PRADESH,GHAZIPUR,1
277219,Large,NORTH,UTTAR PRADESH,VARANASI,1
277216,Large,NORTH,UTTAR PRADESH,VARANASI,1
221711,Large,NORTH,UTTAR PRADESH,GHAZIPUR,1
277123,Large,NORTH,UTTAR PRADESH,GHAZIPUR,1
277501,Large,NORTH,UTTAR PRADESH,GHAZIPUR,1
277124,Large,NORTH,UTTAR PRADESH,GHAZIPUR,1
210123,Large,NORTH,UTTAR PRADESH,BANDA,1
210121,Large,NORTH,UTTAR PRADESH,BANDA,1
210209,Large,NORTH,UTTAR PRADESH,BANDA,1
210207,Large,NORTH,UTTAR PRADESH,BANDA,1
210208,Large,NORTH,UTTAR PRADESH,BANDA,1
210203,Large,NORTH,UTTAR PRADESH,BANDA,1
210204,Large,NORTH,UTTAR PRADESH,BANDA,1
210125,Large,NORTH,UTTAR PRADESH,BANDA,1
210202,Large,NORTH,UTTAR PRADESH,BANDA,1
210128,Large,NORTH,UTTAR PRADESH,BANDA,1
210126,Large,NORTH,UTTAR PRADESH,BANDA,1
210201,Large,NORTH,UTTAR PRADESH,BANDA,1
210129,Large,NORTH,UTTAR PRADESH,BANDA,1
210001,Large,NORTH,UTTAR PRADESH,BANDA,1
210205,Large,NORTH,UTTAR PRADESH,BANDA,1
148109,Large,NORTH,PUNJAB,BATHINDA,1
148101,Large,NORTH,PUNJAB,BATHINDA,1
148105,Large,NORTH,PUNJAB,BATHINDA,1
148108,Large,NORTH,PUNJAB,BATHINDA,1
148102,Large,NORTH,PUNJAB,BATHINDA,1
148103,Large,NORTH,PUNJAB,BATHINDA,1
413801,Large,WEST,MAHARASHTRA,BARAMATI,1
413802,Large,WEST,MAHARASHTRA,BARAMATI,1
413120,Large,WEST,MAHARASHTRA,BARAMATI,1
413130,Large,WEST,MAHARASHTRA,BARAMATI,1
413132,Large,WEST,MAHARASHTRA,BARAMATI,1
412103,Large,WEST,MAHARASHTRA,BARAMATI,1
412203,Large,WEST,MAHARASHTRA,BARAMATI,1
412102,Large,WEST,MAHARASHTRA,BARAMATI,1
412305,Large,WEST,MAHARASHTRA,BARAMATI,1
412304,Large,WEST,MAHARASHTRA,BARAMATI,1
412306,Large,WEST,MAHARASHTRA,BARAMATI,1
412214,Large,WEST,MAHARASHTRA,BARAMATI,1
412204,Large,WEST,MAHARASHTRA,BARAMATI,1
412219,Large,WEST,MAHARASHTRA,BARAMATI,1
412215,Large,WEST,MAHARASHTRA,BARAMATI,1
413114,Large,WEST,MAHARASHTRA,BARAMATI,1
413104,Large,WEST,MAHARASHTRA,BARAMATI,1
413103,Large,WEST,MAHARASHTRA,BARAMATI,1
413106,Large,WEST,MAHARASHTRA,BARAMATI,1
413105,Large,WEST,MAHARASHTRA,BARAMATI,1
722163,Large,EAST,WEST BENGAL,BANKURA,1
722145,Large,EAST,WEST BENGAL,BANKURA,1
389348,Large,WEST,GUJARAT,BARODA,1
391170,Large,west,GUJARAT,CHHOTAUDEPUR,1
391115,Large,west,GUJARAT,CHHOTAUDEPUR,1
391130,Large,west,GUJARAT,CHHOTAUDEPUR,1
391150,Large,west,GUJARAT,CHHOTAUDEPUR,1
391135,Large,west,GUJARAT,CHHOTAUDEPUR,1
391140,Large,west,GUJARAT,CHHOTAUDEPUR,1
391145,Large,west,GUJARAT,CHHOTAUDEPUR,1
391165,Large,west,GUJARAT,CHHOTAUDEPUR,1
391243,Large,WEST,GUJARAT,BARODA,1
722177,Large,EAST,WEST BENGAL,BANKURA,1
722182,Large,EAST,WEST BENGAL,BANKURA,1
722169,Large,EAST,WEST BENGAL,BANKURA,1
722201,Large,EAST,WEST BENGAL,BANKURA,1
722138,Large,EAST,WEST BENGAL,BANKURA,1
722206,Large,EAST,WEST BENGAL,BANKURA,1
722141,Large,EAST,WEST BENGAL,BANKURA,1
722122,Large,EAST,WEST BENGAL,BANKURA,1
722147,Large,EAST,WEST BENGAL,BANKURA,1
722207,Large,EAST,WEST BENGAL,BANKURA,1
722134,Large,EAST,WEST BENGAL,BANKURA,1
722132,Large,EAST,WEST BENGAL,BANKURA,1
